factor_id,horizon,horizon_hours,n_months,rankic_mean,rankic_std,naive_t_stat,naive_n_periods,monthly_naive_t_stat,robust_standard_error,robust_t_stat,robust_p_value,effective_n_proxy,nw_lag,overlap_ratio,tstat_inflation_ratio,significance_class_naive,significance_class_robust,overlap_warning
q158_rank_close_20h,72h,72,25,-0.01096914,0.02179026,-11.8445,17715,-2.517,0.00331972,-3.3042,0.000952,58.41,5,0.1,3.5846,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_resi_20h,1h,1,25,-0.03051367,0.01297541,-25.2985,17787,-11.7583,0.0028336,-10.7685,0.0,16.85,1,0.0014,2.3493,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_resi_20h,4h,4,25,-0.02568313,0.01729215,-21.2833,17785,-7.4262,0.00331616,-7.7448,0.0,20.14,4,0.0056,2.7481,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_resi_20h,24h,24,25,-0.01401487,0.00988985,-11.7717,17765,-7.0855,0.00250004,-5.6058,0.0,11.96,5,0.0333,2.0999,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_resi_20h,72h,72,25,-0.00744448,0.00673987,-6.8829,17717,-5.5227,0.0018603,-4.0018,6.3e-05,9.36,5,0.1,1.72,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,SEVERE_OVERLAP
q158_roc_20h,1h,1,25,0.02224582,0.00784459,18.9937,17786,14.1791,0.0017499,12.7127,0.0,15.71,1,0.0014,1.4941,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,NO_MAJOR_OVERLAP
q158_roc_20h,4h,4,25,0.02903504,0.01295468,24.3102,17784,11.2064,0.00231812,12.5253,0.0,51.25,4,0.0056,1.9409,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,MODERATE_OVERLAP
q158_roc_20h,24h,24,25,0.02799642,0.02651984,23.8853,17764,5.2784,0.00545895,5.1285,0.0,29.11,5,0.0333,4.6573,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,HIGH_OVERLAP
q158_roc_20h,72h,72,25,0.01865454,0.03122552,15.9487,17716,2.9871,0.00450207,4.1435,3.4e-05,102.86,5,0.1,3.849,ROBUST_SIGNIFICANT_POSITIVE,ROBUST_SIGNIFICANT_POSITIVE,SEVERE_OVERLAP
q158_rsqr_20h,1h,1,25,0.00203577,0.00624575,2.42,17787,1.6297,0.00137627,1.4792,0.139088,16.35,1,0.0014,1.636,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,NO_MAJOR_OVERLAP
q158_rsqr_20h,4h,4,25,0.0036381,0.01114301,4.2005,17785,1.6325,0.00291557,1.2478,0.212098,12.28,4,0.0056,3.3663,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,MODERATE_OVERLAP
q158_rsqr_20h,24h,24,25,0.00386624,0.01541602,4.5116,17765,1.254,0.00346743,1.115,0.264844,25.86,5,0.0333,4.0462,ROBUST_SIGNIFICANT_POSITIVE,NAIVE_ONLY_SIGNIFICANT,HIGH_OVERLAP
q158_rsqr_20h,72h,72,25,0.00066999,0.01663491,0.6096,17717,0.2014,0.00310611,0.2157,0.82922,531.95,5,0.1,2.8261,NOT_SIGNIFICANT,NOT_SIGNIFICANT,SEVERE_OVERLAP
q158_rsv_20h,1h,1,25,-0.02161807,0.00945514,-21.5703,17787,-11.4319,0.00192498,-11.2303,0.0,21.57,1,0.0014,1.9207,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,NO_MAJOR_OVERLAP
q158_rsv_20h,4h,4,25,-0.02073417,0.0136171,-20.3302,17785,-7.6133,0.00214429,-9.6695,0.0,62.25,4,0.0056,2.1025,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,MODERATE_OVERLAP
q158_rsv_20h,24h,24,25,-0.00790342,0.02190649,-8.5445,17765,-1.8039,0.00391701,-2.0177,0.043621,52.22,5,0.0333,4.2347,ROBUST_SIGNIFICANT_NEGATIVE,ROBUST_SIGNIFICANT_NEGATIVE,HIGH_OVERLAP
q158_rsv_20h,72h,72,25,0.00167312,0.02544765,1.5274,17717,0.3287,0.00308089,0.5431,0.587086,25.0,5,0.1,2.8126,NOT_SIGNIFICANT,NOT_SIGNIFICANT,SEVERE_OVERLAP
