factor,label,symbol,mean_forward_return,mean_factor_exposure,n_q5,n_q1,spread_contribution
bb_zscore_20h,ret_fwd_24h,PAXGUSDT,-5.4036750569552395e-05,0.015079940163076032,1291,1163,0.0019373287937760131
bb_zscore_20h,ret_fwd_24h,PLAYUSDT,0.014700594582429475,-0.07724458134611702,1241,1312,0.006801212728902611
bb_zscore_20h,ret_fwd_24h,SIRENUSDT,0.04507348666493775,0.1195006394889984,1413,1069,-0.026785158033517272
bb_zscore_20h,ret_fwd_24h,SKYAIUSDT,0.02058453236494705,0.07747677837481833,1458,1127,-0.007936140499491394
bb_zscore_20h,ret_fwd_24h,SOLUSDT,-0.003069262689712559,-0.06904943317151165,526,546,-0.00038029508271409523
bb_zscore_20h,ret_fwd_24h,SPACEUSDT,0.0013847145636963563,-0.05713175105941343,880,906,0.0021262846573909026
bb_zscore_20h,ret_fwd_24h,STGUSDT,0.012324131255321072,0.00038666892932756337,1144,1002,0.008569401637081503
bb_zscore_20h,ret_fwd_24h,SUIUSDT,-0.002847755229419143,-0.13311366760056742,398,512,0.005949257063542799
bb_zscore_20h,ret_fwd_24h,TAOUSDT,-7.147088596004414e-05,-0.08017873640168866,745,808,0.004479333106052178
bb_zscore_20h,ret_fwd_24h,TONUSDT,0.0017831238944593152,-0.02423944477135817,999,942,0.012259784087799337
bb_zscore_20h,ret_fwd_24h,TRUMPUSDT,-0.005126642412348974,-0.21605102088627734,521,887,-0.0022764931940342822
bb_zscore_20h,ret_fwd_24h,TRXUSDT,0.0007524151678926763,0.12357430801335843,1459,1055,-0.00010474668384604063
bb_zscore_20h,ret_fwd_24h,UNIUSDT,-0.0031566315501303666,-0.12059433659263631,493,641,-0.0012228204617838732
bb_zscore_20h,ret_fwd_24h,VELVETUSDT,0.017630126939607645,-0.05920383243547046,1288,1319,0.030075334586910106
bb_zscore_20h,ret_fwd_24h,WLDUSDT,0.0013664693423379975,-0.0922578850929474,633,680,-0.006564267183462392
bb_zscore_20h,ret_fwd_24h,XLMUSDT,0.00011056230320243957,-0.1463635876151549,580,748,0.007103374202997061
bb_zscore_20h,ret_fwd_24h,XMRUSDT,0.0005454812358455251,0.04843229120870758,1218,1012,0.002947248025883505
bb_zscore_20h,ret_fwd_24h,XPLUSDT,-0.001136524286231853,-0.06700262739298904,829,817,-0.01227944615478178
bb_zscore_20h,ret_fwd_24h,XRPUSDT,-0.002396372904767686,-0.13467310800463247,499,634,0.0052862393380245344
bb_zscore_20h,ret_fwd_24h,ZECUSDT,0.0030147000586354593,-0.06068462056632031,972,971,0.02486244879793579
bb_zscore_20h,ret_fwd_72h,1000PEPEUSDT,-0.0025099182005876453,-0.11256257240624054,516,529,0.02624365092082442
bb_zscore_20h,ret_fwd_72h,ADAUSDT,-0.012113844368279229,-0.13756032071091656,388,539,-0.00019396650141914606
bb_zscore_20h,ret_fwd_72h,AIOUSDT,0.017123731857716182,0.016636898334099558,1337,1215,-0.04029138910756328
bb_zscore_20h,ret_fwd_72h,ALLOUSDT,0.04764083957045598,-0.06858478465767423,1076,1127,0.1046263905204396
bb_zscore_20h,ret_fwd_72h,ARBUSDT,-0.012478021382223611,-0.12703387696889543,483,601,0.005292353370145496
bb_zscore_20h,ret_fwd_72h,AVAXUSDT,-0.009016538360969214,-0.09364423328473032,411,468,-0.00258681485637825
bb_zscore_20h,ret_fwd_72h,BCHUSDT,-0.015236721139043834,-0.1595266221095141,839,1005,0.0010166665536827744
bb_zscore_20h,ret_fwd_72h,BEATUSDT,0.055633330605709026,0.017549253584171014,1354,1191,0.061946789406520666
bb_zscore_20h,ret_fwd_72h,BNBUSDT,-0.005260736767112122,-0.00401963297448884,706,573,0.00021552938276307894
bb_zscore_20h,ret_fwd_72h,BTCUSDT,-0.004831173833631923,-0.03181633179812318,635,592,0.0003835206426516897
bb_zscore_20h,ret_fwd_72h,CHZUSDT,0.002836067342316637,-0.042965445691233436,1009,922,0.026324099254581117
bb_zscore_20h,ret_fwd_72h,CRVUSDT,-0.005585927197614493,-0.09026754435074419,599,690,-0.0160158687397103
bb_zscore_20h,ret_fwd_72h,DOGEUSDT,-0.005591757189058366,-0.08240926742087085,530,521,-0.0013968034093078579
bb_zscore_20h,ret_fwd_72h,DOTUSDT,-0.009381858723925957,-0.16001137441984753,465,664,-0.011999168974410303
bb_zscore_20h,ret_fwd_72h,ENAUSDT,-0.013447732186290388,-0.15466458754140036,480,731,0.0036474653277051468
bb_zscore_20h,ret_fwd_72h,EPICUSDT,0.010906308258970494,-0.049394903379511,922,974,0.03482243307998968
bb_zscore_20h,ret_fwd_72h,ESPORTSUSDT,0.023342003074710425,-0.08736411578316637,1275,1285,-0.005278171729230341
bb_zscore_20h,ret_fwd_72h,ETHUSDT,-0.008288945836344073,-0.048032406795597726,673,600,0.0023824825080982198
bb_zscore_20h,ret_fwd_72h,FILUSDT,-0.006243835674523942,-0.06950867673743945,606,554,-0.01656233698268627
bb_zscore_20h,ret_fwd_72h,HMSTRUSDT,0.007131567140168382,-0.06858338599521069,817,828,-0.012157609677532134
bb_zscore_20h,ret_fwd_72h,HOMEUSDT,0.014299657071189143,-0.044269842928396363,1178,1164,-0.004663809480739677
bb_zscore_20h,ret_fwd_72h,HUSDT,0.048165864163197444,0.05854277625730299,1352,1133,0.03371749157346447
bb_zscore_20h,ret_fwd_72h,HYPEUSDT,0.016973579514588024,0.04967327068393941,1169,868,0.015980348954600612
bb_zscore_20h,ret_fwd_72h,IDUSDT,-0.010116717077764719,-0.14214673143130946,679,928,-0.022556378235442157
bb_zscore_20h,ret_fwd_72h,INJUSDT,0.004679292236056014,-0.021670030591599956,655,573,-0.011349910414212131
bb_zscore_20h,ret_fwd_72h,LABUSDT,0.1194931412430619,0.10361655068015531,1395,1039,0.004648495426600771
bb_zscore_20h,ret_fwd_72h,LINKUSDT,-0.006988563341664932,-0.05117090221677541,436,361,-0.004367197170448617
bb_zscore_20h,ret_fwd_72h,LTCUSDT,-0.009453683825913722,-0.08202613512654083,543,572,-0.01197617897087198
bb_zscore_20h,ret_fwd_72h,NEARUSDT,0.009531030637767368,-0.032884225300020525,742,640,0.0016826122126050412
bb_zscore_20h,ret_fwd_72h,ONDOUSDT,0.0007556016112287905,-0.06088232987495216,593,523,-0.0060353236618388845
bb_zscore_20h,ret_fwd_72h,PAXGUSDT,-0.0002656898768798481,0.03026391861617849,1291,1127,0.002875011213065875
bb_zscore_20h,ret_fwd_72h,PLAYUSDT,0.047512719241540775,-0.07044056367759435,1227,1284,-0.05382551792013967
bb_zscore_20h,ret_fwd_72h,SIRENUSDT,0.11153665241716677,0.13684501920699566,1413,1044,-0.09626725229486792
bb_zscore_20h,ret_fwd_72h,SKYAIUSDT,0.05556840613549958,0.08024322411436716,1445,1113,-0.035559668293416
bb_zscore_20h,ret_fwd_72h,SOLUSDT,-0.009669053798753985,-0.0644070595349609,524,539,0.0001564886612338539
bb_zscore_20h,ret_fwd_72h,SPACEUSDT,0.000351379949600272,-0.0625536817903413,859,900,0.01264495841130526
bb_zscore_20h,ret_fwd_72h,STGUSDT,0.03672998352373869,-0.01460763531253979,1112,1001,0.013042859193793867
bb_zscore_20h,ret_fwd_72h,SUIUSDT,-0.008694203269436932,-0.13210865043836698,396,510,0.019490865248506378
bb_zscore_20h,ret_fwd_72h,TAOUSDT,0.0006775583392130359,-0.07494716796081131,744,802,0.019581694394614768
bb_zscore_20h,ret_fwd_72h,TONUSDT,0.006949866407205266,-0.0157666993472754,999,927,0.022528010819337856
bb_zscore_20h,ret_fwd_72h,TRUMPUSDT,-0.01611024725115702,-0.21905438784126713,511,886,-0.005205485056808247
bb_zscore_20h,ret_fwd_72h,TRXUSDT,0.002517982930139054,0.12898923616840513,1454,1044,-0.002667165778748965
bb_zscore_20h,ret_fwd_72h,UNIUSDT,-0.010050367848360027,-0.1169006887227531,492,636,-0.013673139992236304
bb_zscore_20h,ret_fwd_72h,VELVETUSDT,0.05306356052724014,-0.06827065928214936,1265,1310,0.10742186271413863
bb_zscore_20h,ret_fwd_72h,WLDUSDT,0.004123297205186734,-0.08942409460871266,626,674,-0.003624270924505081
bb_zscore_20h,ret_fwd_72h,XLMUSDT,0.001118771707786707,-0.1411637980620672,578,732,0.023576988186566145
bb_zscore_20h,ret_fwd_72h,XMRUSDT,-0.00045655515500652545,0.04273543342818672,1194,1008,0.005511368476917325
bb_zscore_20h,ret_fwd_72h,XPLUSDT,-0.005146566361764942,-0.05795924987131089,827,796,-0.00188997615267073
bb_zscore_20h,ret_fwd_72h,XRPUSDT,-0.0076619666374496305,-0.12787232709414112,499,627,8.192568494316821e-05
bb_zscore_20h,ret_fwd_72h,ZECUSDT,0.010121759164847708,-0.054153434211310934,971,962,0.037764339265767916
