factor_name,category,expected_direction,status,used_in_current_signal,required_columns,lookback_window,best_adj_ic_horizon,best_adj_ic,best_direction_adjusted_icir_horizon,best_direction_adjusted_icir,best_long_short_horizon,best_long_short_spread,best_long_short_t_stat,best_after_funding_long_short_horizon,best_after_funding_long_short_spread,best_after_funding_coverage_rate,best_bucket_tail_diagnosis,best_after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,best_ic_win_rate_adjusted,coverage_min,missing_rate_max,direction_status,rankic_longshort_consistency,review_bucket,review_reasons,review_notes
trend_efficiency_24h,trend_quality,positive,COMPUTED,False,close,24,72h,-0.00387968,72h,-0.032398,72h,0.00237514,7.5599,72h,0.00295575,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4902,3301020,0.004595,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
price_pos_120h,price_position,conditional,DIRECTION_UNKNOWN,False,high|low|close,120,4h,-0.01531602,4h,-0.106281,72h,0.00558505,16.0742,72h,0.00598923,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5089,3284605,0.009545,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,Conditional direction; weak or no clear IC signal.
rev_2h,reversal,positive,COMPUTED,False,close,2,1h,0.03607475,1h,0.223519,72h,-0.00199394,-5.5245,72h,-0.00211054,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,0.6018,3315727,0.00016,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
mom_vol_adjusted_20h,momentum,positive,COMPUTED,False,close,21,4h,-0.02642087,4h,-0.187619,72h,0.00527704,15.2588,72h,0.00570057,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4593,3302072,0.004278,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
vol_adj_mom_40h,momentum,positive,COMPUTED,False,close,41,24h,-0.02452752,24h,-0.170812,72h,0.0061058,17.7314,72h,0.00672257,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4622,3296812,0.005864,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
range_compression_breakout_48h,breakout,positive,COMPUTED,False,high|low|close,48,72h,0.09424363,72h,0.479375,72h,-0.00567551,-12.8646,72h,-0.00727128,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,False,0.7035,3303757,0.00377,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict|mean_spread_outlier_dominated,RankIC and long-short spread point in opposite directions. Direction semantics need review.
range_breakout_vol_confirm_20h,breakout,positive,COMPUTED,False,high|low|close|volume,20,24h,-0.04057083,24h,-0.181127,24h,-0.00095733,-0.9961,72h,0.00156213,1.0,TAIL_CONCENTRATED_NEGATIVE_MEAN,TAIL_CONCENTRATED_NEGATIVE_MEAN,False,0.4362,557951,0.831753,KNOWN,CONSISTENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,after_funding_tail_concentrated_negative_mean|tail_concentrated_negative_mean,Bucket tail diagnostics show mean/median split or tail-concentrated negative mean.
volume_pressure_20h,volume_price,positive,COMPUTED,False,close|volume,21,24h,-0.01636181,24h,-0.12211,72h,0.00357792,10.5088,72h,0.00394488,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4658,3310939,0.001604,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
volume_pressure_asymmetry_40h,volume_price,positive,COMPUTED,False,close|volume,40,24h,-0.0182603,24h,-0.156461,72h,0.00464093,15.1375,72h,0.00516573,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4613,3297078,0.005784,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
amihud_change_20h,liquidity,negative,COMPUTED,False,close|quote_volume,41,24h,-0.00868572,24h,-0.08217,72h,0.00109867,3.9506,72h,0.00149335,1.0,MIXED_OR_WEAK,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5008,3291698,0.007406,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
up_down_vol_ratio_20h,alpha158_ohlcv,positive,COMPUTED,False,close|volume,20,4h,-0.01977073,4h,-0.172853,72h,0.0041093,13.2256,72h,0.00453553,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4426,3302338,0.004198,KNOWN,DIVERGENT,TAIL_OR_MONOTONICITY_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC-longshort divergence detected. Check quantile monotonicity and tail behavior.
xs_rank_mom_accel,cross_sectional_normalized,positive,COMPUTED,False,close,25,4h,-0.02441933,4h,-0.157533,72h,0.00102717,2.8196,72h,0.00115011,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.4651,3309609,0.002005,KNOWN,DIVERGENT,DIRECTION_REVIEW_REQUIRED,RankIC/spread direction conflict,RankIC and long-short spread point in opposite directions. Direction semantics need review.
clv_20h,alpha158_ohlc_range,positive,COMPUTED,False,high|low|close,20,72h,0.0177344,72h,0.138617,72h,0.00185694,5.8683,72h,0.00198073,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.5612,3311205,0.001524,KNOWN,CONSISTENT,METADATA_REVIEW,,Needs manual review for classification.
a101_volume_xs_z_mean_neg_112h,alpha101_curated_volume_crowding,positive,COMPUTED,False,volume,112,72h,0.06835423,72h,0.442282,72h,0.00173454,5.0068,72h,0.00114387,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.6993,3304826,0.704513,KNOWN,CONSISTENT,FUNDING_ADJUSTED_REVIEW_REQUIRED,funding-adjusted edge flips,Price-only edge weakens or flips after funding adjustment. Do not use price-only spread as economic evidence.
a101_vol_xs_z_product_112h,alpha101_curated_volume_regime,conditional,DIRECTION_UNKNOWN,False,volume,112,72h,0.05671747,72h,0.4487,24h,-0.00043134,-2.4525,24h,-0.00076406,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,True,0.7072,3304826,0.704513,CONDITIONAL,DIVERGENT,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|funding-adjusted edge flips|mean_spread_outlier_dominated,Conditional direction but shows IC signal strength.
a101_volume_low_alpha_min_84_120,alpha101_curated_volume_price_regression,conditional,DIRECTION_UNKNOWN,False,volume|low,203,72h,0.06247263,72h,0.478071,72h,0.00114623,4.2304,72h,0.00038356,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,True,0.7087,3253246,0.795791,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,funding-adjusted edge flips,Conditional direction but shows IC signal strength.
a101_volume_cap_alpha_min_80_80,alpha101_curated_volume_cap_regression,conditional,DIRECTION_UNKNOWN,False,volume|cap,159,72h,0.0581733,72h,0.448638,72h,0.00127529,4.3328,72h,0.00101132,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.6842,2912863,0.500325,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction but shows IC signal strength.
a101_volume_cap_alpha_min_56_84,alpha101_curated_volume_cap_regression,conditional,DIRECTION_UNKNOWN,False,volume|cap,139,72h,0.05747455,72h,0.423168,72h,0.00221817,7.752,72h,0.00209892,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.6694,2916655,0.499675,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction but shows IC signal strength.
a101_volume_high_alpha_min_84_84,alpha101_curated_volume_price_regression,conditional,DIRECTION_UNKNOWN,False,volume|high,167,72h,0.05851328,72h,0.448195,72h,0.00207477,7.5731,72h,0.00173068,1.0,DIRECTIONALLY_CLEAN_THIN_EDGE,DIRECTIONALLY_CLEAN_THIN_EDGE,False,0.7024,3262930,0.795183,CONDITIONAL,CONSISTENT,CONDITIONAL_DIRECTION_REVIEW,,Conditional direction but shows IC signal strength.
