factor_name,category,expected_direction,direction_source,horizon,raw_mean_rank_ic,direction_adjusted_mean_rank_ic,after_funding_raw_mean_rank_ic,after_funding_direction_adjusted_mean_rank_ic,after_funding_t_stat,after_funding_n_periods,t_stat,n_periods,n_symbols_avg,coverage,missing_rate,used_in_current_signal,status,notes
tech_atr,technical,conditional,factor_registry,24h,0.0153397,0.0153397,0.01713218,0.01713218,16.4834,17770,14.7542,17770,186.2,3312535,0.667041,False,DIRECTION_UNKNOWN,Average True Range 14 bars
tech_atr,technical,conditional,factor_registry,72h,0.02270445,0.02270445,0.02538917,0.02538917,25.0066,17722,22.3397,17722,186.2,3312535,0.667041,False,DIRECTION_UNKNOWN,Average True Range 14 bars
mom_5h,momentum,positive,factor_registry,1h,-0.03232238,-0.03232238,-0.03228613,-0.03228613,-26.7225,17801,-26.7533,17801,186.2,3314929,0.6668,False,COMPUTED,close / close_5h_ago - 1
mom_5h,momentum,positive,factor_registry,4h,-0.03201986,-0.03201986,-0.03209217,-0.03209217,-26.6621,17799,-26.6123,17799,186.2,3314929,0.6668,False,COMPUTED,close / close_5h_ago - 1
mom_5h,momentum,positive,factor_registry,24h,-0.02102885,-0.02102885,-0.02137987,-0.02137987,-17.777,17779,-17.5009,17779,186.2,3314929,0.6668,False,COMPUTED,close / close_5h_ago - 1
mom_5h,momentum,positive,factor_registry,72h,-0.01063559,-0.01063559,-0.01072049,-0.01072049,-9.4041,17731,-9.3378,17731,186.2,3314929,0.6668,False,COMPUTED,close / close_5h_ago - 1
mom_10h,momentum,positive,factor_registry,1h,-0.0271932,-0.0271932,-0.02721789,-0.02721789,-22.7824,17796,-22.764,17796,186.2,3313599,0.666934,False,COMPUTED,close / close_10h_ago - 1
mom_10h,momentum,positive,factor_registry,4h,-0.02989811,-0.02989811,-0.03004406,-0.03004406,-24.8378,17794,-24.73,17794,186.2,3313599,0.666934,False,COMPUTED,close / close_10h_ago - 1
mom_10h,momentum,positive,factor_registry,24h,-0.02657521,-0.02657521,-0.02688853,-0.02688853,-21.7374,17774,-21.5016,17774,186.2,3313599,0.666934,False,COMPUTED,close / close_10h_ago - 1
mom_10h,momentum,positive,factor_registry,72h,-0.01379903,-0.01379903,-0.01382028,-0.01382028,-11.8186,17726,-11.8146,17726,186.2,3313599,0.666934,False,COMPUTED,close / close_10h_ago - 1
mom_40h,momentum,positive,factor_registry,1h,-0.01770317,-0.01770317,-0.01763164,-0.01763164,-14.487,17766,-14.545,17766,186.0,3305619,0.667736,False,COMPUTED,close / close_40h_ago - 1
mom_40h,momentum,positive,factor_registry,4h,-0.02549915,-0.02549915,-0.02536406,-0.02536406,-20.439,17764,-20.5482,17764,186.0,3305619,0.667736,False,COMPUTED,close / close_40h_ago - 1
mom_40h,momentum,positive,factor_registry,24h,-0.02843374,-0.02843374,-0.02799727,-0.02799727,-22.0833,17744,-22.4492,17744,186.0,3305619,0.667736,False,COMPUTED,close / close_40h_ago - 1
mom_40h,momentum,positive,factor_registry,72h,-0.0214869,-0.0214869,-0.02100547,-0.02100547,-16.9243,17696,-17.3443,17696,186.0,3305619,0.667736,False,COMPUTED,close / close_40h_ago - 1
rev_3h,reversal,positive,factor_registry,1h,0.03438465,0.03438465,0.03438235,0.03438235,28.2976,17803,28.304,17803,186.2,3315461,0.666747,False,COMPUTED,-(close / close_3h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_3h,reversal,positive,factor_registry,4h,0.03179481,0.03179481,0.03183027,0.03183027,26.6468,17801,26.6248,17801,186.2,3315461,0.666747,False,COMPUTED,-(close / close_3h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_3h,reversal,positive,factor_registry,24h,0.01720871,0.01720871,0.01752802,0.01752802,14.8599,17781,14.6016,17781,186.2,3315461,0.666747,False,COMPUTED,-(close / close_3h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_3h,reversal,positive,factor_registry,72h,0.00799398,0.00799398,0.0081059,0.0081059,7.2436,17733,7.148,17733,186.2,3315461,0.666747,False,COMPUTED,-(close / close_3h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_10h,reversal,positive,factor_registry,1h,0.0271932,0.0271932,0.02721789,0.02721789,22.7824,17796,22.764,17796,186.2,3313599,0.666934,False,COMPUTED,-(close / close_10h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_10h,reversal,positive,factor_registry,4h,0.02989811,0.02989811,0.03004406,0.03004406,24.8378,17794,24.73,17794,186.2,3313599,0.666934,False,COMPUTED,-(close / close_10h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_10h,reversal,positive,factor_registry,24h,0.02657521,0.02657521,0.02688853,0.02688853,21.7374,17774,21.5016,17774,186.2,3313599,0.666934,False,COMPUTED,-(close / close_10h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_10h,reversal,positive,factor_registry,72h,0.01379903,0.01379903,0.01382028,0.01382028,11.8186,17726,11.8146,17726,186.2,3313599,0.666934,False,COMPUTED,-(close / close_10h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_24h,reversal,positive,factor_registry,1h,0.02242194,0.02242194,0.02245999,0.02245999,18.5314,17782,18.4983,17782,186.1,3309875,0.667308,False,COMPUTED,-(close / close_24h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_24h,reversal,positive,factor_registry,4h,0.02999837,0.02999837,0.03011004,0.03011004,24.1542,17780,24.0688,17780,186.1,3309875,0.667308,False,COMPUTED,-(close / close_24h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_24h,reversal,positive,factor_registry,24h,0.02937838,0.02937838,0.0293342,0.0293342,23.563,17760,23.6265,17760,186.1,3309875,0.667308,False,COMPUTED,-(close / close_24h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
rev_24h,reversal,positive,factor_registry,72h,0.0200749,0.0200749,0.01981495,0.01981495,16.4938,17712,16.7376,17712,186.1,3309875,0.667308,False,COMPUTED,-(close / close_24h_ago - 1); formula is already sign-inverted to represent reversal hypothesis; higher factor_value means stronger prior loser / stronger reversal signal. expected_direction set to positive to avoid double inversion in direction-adjusted IC.
vol_5h,volatility,negative,factor_registry,1h,-0.03374627,0.03374627,-0.03321995,0.03321995,-23.0118,17801,-23.3768,17801,186.2,3314929,0.6668,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 5 bars (lookback=6: pct_change needs t-1)"
vol_5h,volatility,negative,factor_registry,4h,-0.04699438,0.04699438,-0.04597473,0.04597473,-32.0078,17799,-32.7291,17799,186.2,3314929,0.6668,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 5 bars (lookback=6: pct_change needs t-1)"
vol_5h,volatility,negative,factor_registry,24h,-0.07304695,0.07304695,-0.07117214,0.07117214,-50.2312,17779,-51.629,17779,186.2,3314929,0.6668,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 5 bars (lookback=6: pct_change needs t-1)"
vol_5h,volatility,negative,factor_registry,72h,-0.08050903,0.08050903,-0.07803064,0.07803064,-56.5342,17731,-58.3709,17731,186.2,3314929,0.6668,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 5 bars (lookback=6: pct_change needs t-1)"
vol_40h,volatility,negative,factor_registry,1h,-0.03842321,0.03842321,-0.03773938,0.03773938,-23.1525,17766,-23.5726,17766,186.0,3305619,0.667736,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 40 bars (lookback=41)"
vol_40h,volatility,negative,factor_registry,4h,-0.05719282,0.05719282,-0.05584508,0.05584508,-34.5773,17764,-35.4269,17764,186.0,3305619,0.667736,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 40 bars (lookback=41)"
vol_40h,volatility,negative,factor_registry,24h,-0.09159737,0.09159737,-0.08913126,0.08913126,-54.8699,17744,-56.4767,17744,186.0,3305619,0.667736,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 40 bars (lookback=41)"
vol_40h,volatility,negative,factor_registry,72h,-0.10359738,0.10359738,-0.10036394,0.10036394,-61.7516,17696,-63.8169,17696,186.0,3305619,0.667736,True,ACTIVE_IN_SIGNAL_COMPUTED,"rolling std of 1h returns, 40 bars (lookback=41)"
vol_ratio_5_20,volatility,conditional,factor_registry,1h,-0.00611695,-0.00611695,-0.00613393,-0.00613393,-6.9394,17786,-6.9194,17786,185.6,3302072,0.668093,False,DIRECTION_UNKNOWN,"std(ret,5) / std(ret,20)"
vol_ratio_5_20,volatility,conditional,factor_registry,4h,-0.00444539,-0.00444539,-0.00451462,-0.00451462,-5.0065,17784,-4.9279,17784,185.6,3302072,0.668093,False,DIRECTION_UNKNOWN,"std(ret,5) / std(ret,20)"
vol_ratio_5_20,volatility,conditional,factor_registry,24h,-0.00416729,-0.00416729,-0.00431118,-0.00431118,-4.8046,17764,-4.6381,17764,185.6,3302072,0.668093,False,DIRECTION_UNKNOWN,"std(ret,5) / std(ret,20)"
vol_ratio_5_20,volatility,conditional,factor_registry,72h,-0.0005354,-0.0005354,-0.00061172,-0.00061172,-0.7007,17716,-0.6119,17716,185.6,3302072,0.668093,False,DIRECTION_UNKNOWN,"std(ret,5) / std(ret,20)"
range_1h,range_position,conditional,factor_registry,1h,-0.03711551,-0.03711551,-0.03658644,-0.03658644,-23.7648,17805,-24.1094,17805,186.2,3316259,0.666667,True,ACTIVE_IN_SIGNAL_COMPUTED,(high - low) / close
range_1h,range_position,conditional,factor_registry,4h,-0.05291715,-0.05291715,-0.05185889,-0.05185889,-34.3756,17803,-35.0851,17803,186.2,3316259,0.666667,True,ACTIVE_IN_SIGNAL_COMPUTED,(high - low) / close
range_1h,range_position,conditional,factor_registry,24h,-0.08066086,-0.08066086,-0.07873075,-0.07873075,-52.4344,17783,-53.7869,17783,186.2,3316259,0.666667,True,ACTIVE_IN_SIGNAL_COMPUTED,(high - low) / close
range_1h,range_position,conditional,factor_registry,72h,-0.09089448,-0.09089448,-0.08829196,-0.08829196,-60.4301,17735,-62.2471,17735,186.2,3316259,0.666667,True,ACTIVE_IN_SIGNAL_COMPUTED,(high - low) / close
range_4h,range_position,conditional,factor_registry,1h,-0.03649147,-0.03649147,-0.03591332,-0.03591332,-23.1138,17803,-23.4861,17803,186.2,3315461,0.666747,True,ACTIVE_IN_SIGNAL_COMPUTED,(HH4 - LL4) / close
range_4h,range_position,conditional,factor_registry,4h,-0.05256641,-0.05256641,-0.05144546,-0.05144546,-33.6932,17801,-34.4395,17801,186.2,3315461,0.666747,True,ACTIVE_IN_SIGNAL_COMPUTED,(HH4 - LL4) / close
range_4h,range_position,conditional,factor_registry,24h,-0.08117607,-0.08117607,-0.07911914,-0.07911914,-52.2442,17781,-53.6679,17781,186.2,3315461,0.666747,True,ACTIVE_IN_SIGNAL_COMPUTED,(HH4 - LL4) / close
range_4h,range_position,conditional,factor_registry,72h,-0.09233855,-0.09233855,-0.08960838,-0.08960838,-60.7089,17733,-62.6011,17733,186.2,3315461,0.666747,True,ACTIVE_IN_SIGNAL_COMPUTED,(HH4 - LL4) / close
range_24h,range_position,conditional,factor_registry,1h,-0.03305828,-0.03305828,-0.03236111,-0.03236111,-21.5018,17783,-21.9659,17783,186.1,3310141,0.667282,False,DIRECTION_UNKNOWN,(HH24 - LL24) / close
range_24h,range_position,conditional,factor_registry,4h,-0.04879185,-0.04879185,-0.0474222,-0.0474222,-31.4914,17781,-32.4148,17781,186.1,3310141,0.667282,False,DIRECTION_UNKNOWN,(HH24 - LL24) / close
range_24h,range_position,conditional,factor_registry,24h,-0.07866913,-0.07866913,-0.07619458,-0.07619458,-50.4494,17761,-52.1622,17761,186.1,3310141,0.667282,False,DIRECTION_UNKNOWN,(HH24 - LL24) / close
range_24h,range_position,conditional,factor_registry,72h,-0.0940862,-0.0940862,-0.09091842,-0.09091842,-60.7247,17713,-62.9137,17713,186.1,3310141,0.667282,False,DIRECTION_UNKNOWN,(HH24 - LL24) / close
price_pos_24h,price_position,conditional,factor_registry,1h,-0.0210241,-0.0210241,-0.02124264,-0.02124264,-20.9127,17783,-20.696,17783,186.1,3310141,0.667282,True,ACTIVE_IN_SIGNAL_COMPUTED,(close - LL24) / (HH24 - LL24 + eps)
price_pos_24h,price_position,conditional,factor_registry,4h,-0.02082161,-0.02082161,-0.02129267,-0.02129267,-20.2919,17781,-19.8453,17781,186.1,3310141,0.667282,True,ACTIVE_IN_SIGNAL_COMPUTED,(close - LL24) / (HH24 - LL24 + eps)
price_pos_24h,price_position,conditional,factor_registry,24h,-0.00957664,-0.00957664,-0.01041899,-0.01041899,-9.7906,17761,-9.0024,17761,186.1,3310141,0.667282,True,ACTIVE_IN_SIGNAL_COMPUTED,(close - LL24) / (HH24 - LL24 + eps)
price_pos_24h,price_position,conditional,factor_registry,72h,0.00149812,0.00149812,0.00073251,0.00073251,0.7441,17713,1.5217,17713,186.1,3310141,0.667282,True,ACTIVE_IN_SIGNAL_COMPUTED,(close - LL24) / (HH24 - LL24 + eps)
price_pos_72h,price_position,conditional,factor_registry,1h,-0.01571807,-0.01571807,-0.01582524,-0.01582524,-15.2337,17735,-15.1282,17735,185.9,3297373,0.668565,False,DIRECTION_UNKNOWN,(close - LL72) / (HH72 - LL72 + eps)
price_pos_72h,price_position,conditional,factor_registry,4h,-0.01836236,-0.01836236,-0.0186266,-0.0186266,-17.4576,17733,-17.2105,17733,185.9,3297373,0.668565,False,DIRECTION_UNKNOWN,(close - LL72) / (HH72 - LL72 + eps)
price_pos_72h,price_position,conditional,factor_registry,24h,-0.01112889,-0.01112889,-0.01149821,-0.01149821,-10.4218,17713,-10.0922,17713,185.9,3297373,0.668565,False,DIRECTION_UNKNOWN,(close - LL72) / (HH72 - LL72 + eps)
price_pos_72h,price_position,conditional,factor_registry,72h,0.00256087,0.00256087,0.00204111,0.00204111,1.944,17665,2.4408,17665,185.9,3297373,0.668565,False,DIRECTION_UNKNOWN,(close - LL72) / (HH72 - LL72 + eps)
vol_zscore_20h,volume_liquidity,positive,factor_registry,1h,-0.00632638,-0.00632638,-0.00631195,-0.00631195,-7.37,17787,-7.3868,17787,185.6,3302338,0.668066,False,COMPUTED,(volume - SMA20) / STD20
vol_zscore_20h,volume_liquidity,positive,factor_registry,4h,-0.00711724,-0.00711724,-0.00704254,-0.00704254,-8.269,17785,-8.3546,17785,185.6,3302338,0.668066,False,COMPUTED,(volume - SMA20) / STD20
vol_zscore_20h,volume_liquidity,positive,factor_registry,24h,-0.00138463,-0.00138463,-0.00128822,-0.00128822,-1.5307,17765,-1.6436,17765,185.6,3302338,0.668066,False,COMPUTED,(volume - SMA20) / STD20
vol_zscore_20h,volume_liquidity,positive,factor_registry,72h,0.00076183,0.00076183,0.00080044,0.00080044,0.9897,17717,0.9408,17717,185.6,3302338,0.668066,False,COMPUTED,(volume - SMA20) / STD20
vol_zscore_48h,volume_liquidity,positive,factor_registry,1h,-0.00699461,-0.00699461,-0.00685126,-0.00685126,-7.8177,17759,-7.9804,17759,185.5,3294974,0.668806,False,COMPUTED,(volume - SMA48) / STD48
vol_zscore_48h,volume_liquidity,positive,factor_registry,4h,-0.00890293,-0.00890293,-0.00859622,-0.00859622,-9.752,17757,-10.0955,17757,185.5,3294974,0.668806,False,COMPUTED,(volume - SMA48) / STD48
vol_zscore_48h,volume_liquidity,positive,factor_registry,24h,-0.00496743,-0.00496743,-0.00440667,-0.00440667,-5.0188,17737,-5.654,17737,185.5,3294974,0.668806,False,COMPUTED,(volume - SMA48) / STD48
vol_zscore_48h,volume_liquidity,positive,factor_registry,72h,-0.00100863,-0.00100863,-0.00059148,-0.00059148,-0.7105,17689,-1.2097,17689,185.5,3294974,0.668806,False,COMPUTED,(volume - SMA48) / STD48
qvol_zscore_20h,quote_volume_liquidity,positive,factor_registry,1h,-0.00685814,-0.00685814,-0.00684141,-0.00684141,-7.9368,17787,-7.9562,17787,185.6,3302338,0.668066,False,COMPUTED,(quote_volume - SMA20) / STD20
qvol_zscore_20h,quote_volume_liquidity,positive,factor_registry,4h,-0.00796837,-0.00796837,-0.00790043,-0.00790043,-9.2098,17785,-9.2869,17785,185.6,3302338,0.668066,False,COMPUTED,(quote_volume - SMA20) / STD20
qvol_zscore_20h,quote_volume_liquidity,positive,factor_registry,24h,-0.00213913,-0.00213913,-0.00205582,-0.00205582,-2.4211,17765,-2.517,17765,185.6,3302338,0.668066,False,COMPUTED,(quote_volume - SMA20) / STD20
qvol_zscore_20h,quote_volume_liquidity,positive,factor_registry,72h,0.0002442,0.0002442,0.00029431,0.00029431,0.3615,17717,0.2996,17717,185.6,3302338,0.668066,False,COMPUTED,(quote_volume - SMA20) / STD20
qvol_zscore_48h,quote_volume_liquidity,positive,factor_registry,1h,-0.00745718,-0.00745718,-0.00731131,-0.00731131,-8.28,17759,-8.4444,17759,185.5,3294974,0.668806,False,COMPUTED,(quote_volume - SMA48) / STD48
qvol_zscore_48h,quote_volume_liquidity,positive,factor_registry,4h,-0.00984197,-0.00984197,-0.00954167,-0.00954167,-10.7283,17757,-11.0619,17757,185.5,3294974,0.668806,False,COMPUTED,(quote_volume - SMA48) / STD48
qvol_zscore_48h,quote_volume_liquidity,positive,factor_registry,24h,-0.00601881,-0.00601881,-0.00545635,-0.00545635,-6.1337,17737,-6.7623,17737,185.5,3294974,0.668806,False,COMPUTED,(quote_volume - SMA48) / STD48
qvol_zscore_48h,quote_volume_liquidity,positive,factor_registry,72h,-0.0021421,-0.0021421,-0.00167256,-0.00167256,-1.9862,17689,-2.5406,17689,185.5,3294974,0.668806,False,COMPUTED,(quote_volume - SMA48) / STD48
ma_gap_5_20,trend_ma,positive,factor_registry,1h,-0.01599998,-0.01599998,-0.01610184,-0.01610184,-13.4441,17787,-13.3597,17787,186.1,3311205,0.667175,False,COMPUTED,(SMA5 - SMA20) / SMA20
ma_gap_5_20,trend_ma,positive,factor_registry,4h,-0.02327784,-0.02327784,-0.02350427,-0.02350427,-19.1361,17785,-18.9599,17785,186.1,3311205,0.667175,False,COMPUTED,(SMA5 - SMA20) / SMA20
ma_gap_5_20,trend_ma,positive,factor_registry,24h,-0.02563702,-0.02563702,-0.02589773,-0.02589773,-20.5868,17765,-20.4033,17765,186.1,3311205,0.667175,False,COMPUTED,(SMA5 - SMA20) / SMA20
ma_gap_5_20,trend_ma,positive,factor_registry,72h,-0.01364379,-0.01364379,-0.01362677,-0.01362677,-11.4302,17717,-11.4603,17717,186.1,3311205,0.667175,False,COMPUTED,(SMA5 - SMA20) / SMA20
ma_gap_10_40,trend_ma,positive,factor_registry,1h,-0.01075014,-0.01075014,-0.01079716,-0.01079716,-8.8518,17767,-8.8117,17767,186.0,3305885,0.667709,False,COMPUTED,(SMA10 - SMA40) / SMA40
ma_gap_10_40,trend_ma,positive,factor_registry,4h,-0.02028589,-0.02028589,-0.02038989,-0.02038989,-16.3248,17765,-16.2447,17765,186.0,3305885,0.667709,False,COMPUTED,(SMA10 - SMA40) / SMA40
ma_gap_10_40,trend_ma,positive,factor_registry,24h,-0.02379719,-0.02379719,-0.02367578,-0.02367578,-18.8599,17745,-18.9756,17745,186.0,3305885,0.667709,False,COMPUTED,(SMA10 - SMA40) / SMA40
ma_gap_10_40,trend_ma,positive,factor_registry,72h,-0.01635688,-0.01635688,-0.01620531,-0.01620531,-13.2872,17697,-13.432,17697,186.0,3305885,0.667709,False,COMPUTED,(SMA10 - SMA40) / SMA40
breakout_dist_20h,breakout,positive,factor_registry,1h,-0.02139198,-0.02139198,-0.02160934,-0.02160934,-21.1383,17787,-20.9245,17787,186.1,3311205,0.667175,False,COMPUTED,(close - HH20) / (HH20 - LL20 + eps)
breakout_dist_20h,breakout,positive,factor_registry,4h,-0.02066179,-0.02066179,-0.02113993,-0.02113993,-20.0813,17785,-19.6287,17785,186.1,3311205,0.667175,False,COMPUTED,(close - HH20) / (HH20 - LL20 + eps)
breakout_dist_20h,breakout,positive,factor_registry,24h,-0.00805775,-0.00805775,-0.00895937,-0.00895937,-8.3757,17765,-7.5344,17765,186.1,3311205,0.667175,False,COMPUTED,(close - HH20) / (HH20 - LL20 + eps)
breakout_dist_20h,breakout,positive,factor_registry,72h,0.0032452,0.0032452,0.00240996,0.00240996,2.4393,17717,3.2838,17717,186.1,3311205,0.667175,False,COMPUTED,(close - HH20) / (HH20 - LL20 + eps)
breakout_dist_48h,breakout,positive,factor_registry,1h,-0.01764624,-0.01764624,-0.01782255,-0.01782255,-16.9681,17759,-16.7973,17759,186.0,3303757,0.667923,False,COMPUTED,(close - HH48) / (HH48 - LL48 + eps)
breakout_dist_48h,breakout,positive,factor_registry,4h,-0.01992996,-0.01992996,-0.02031452,-0.02031452,-18.734,17757,-18.3783,17757,186.0,3303757,0.667923,False,COMPUTED,(close - HH48) / (HH48 - LL48 + eps)
breakout_dist_48h,breakout,positive,factor_registry,24h,-0.01088953,-0.01088953,-0.01149916,-0.01149916,-10.4489,17737,-9.8946,17737,186.0,3303757,0.667923,False,COMPUTED,(close - HH48) / (HH48 - LL48 + eps)
breakout_dist_48h,breakout,positive,factor_registry,72h,0.00257985,0.00257985,0.00184424,0.00184424,1.7888,17689,2.5016,17689,186.0,3303757,0.667923,False,COMPUTED,(close - HH48) / (HH48 - LL48 + eps)
candle_body,intraday_candle,conditional,factor_registry,1h,-0.03112817,-0.03112817,-0.03108785,-0.03108785,-32.6519,17805,-32.6917,17805,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(close - open) / (high - low + eps)
candle_body,intraday_candle,conditional,factor_registry,4h,-0.02279877,-0.02279877,-0.02284192,-0.02284192,-24.1516,17803,-24.1017,17803,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(close - open) / (high - low + eps)
candle_body,intraday_candle,conditional,factor_registry,24h,-0.01000617,-0.01000617,-0.01020469,-0.01020469,-11.0665,17783,-10.8445,17783,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(close - open) / (high - low + eps)
candle_body,intraday_candle,conditional,factor_registry,72h,-0.00407086,-0.00407086,-0.00417627,-0.00417627,-4.7179,17735,-4.596,17735,186.2,3316259,0.666667,False,DIRECTION_UNKNOWN,(close - open) / (high - low + eps)
candle_wick_upper,intraday_candle,negative,factor_registry,1h,0.01002307,-0.01002307,0.01006278,-0.01006278,12.0093,17805,11.9638,17805,186.2,3316259,0.666667,False,COMPUTED,"(high - max(open, close)) / (high - low + eps)"
candle_wick_upper,intraday_candle,negative,factor_registry,4h,0.00355958,-0.00355958,0.00354279,-0.00354279,4.2624,17803,4.2813,17803,186.2,3316259,0.666667,False,COMPUTED,"(high - max(open, close)) / (high - low + eps)"
candle_wick_upper,intraday_candle,negative,factor_registry,24h,-0.00560193,0.00560193,-0.00555842,0.00555842,-6.7008,17783,-6.7479,17783,186.2,3316259,0.666667,False,COMPUTED,"(high - max(open, close)) / (high - low + eps)"
candle_wick_upper,intraday_candle,negative,factor_registry,72h,-0.00752455,0.00752455,-0.00736003,0.00736003,-9.0593,17735,-9.2554,17735,186.2,3316259,0.666667,False,COMPUTED,"(high - max(open, close)) / (high - low + eps)"
candle_wick_lower,intraday_candle,positive,factor_registry,1h,-0.00611796,-0.00611796,-0.00611062,-0.00611062,-7.3116,17805,-7.3172,17805,186.2,3316259,0.666667,False,COMPUTED,"(min(open, close) - low) / (high - low + eps)"
candle_wick_lower,intraday_candle,positive,factor_registry,4h,-0.00037443,-0.00037443,-0.00031515,-0.00031515,-0.3813,17803,-0.4529,17803,186.2,3316259,0.666667,False,COMPUTED,"(min(open, close) - low) / (high - low + eps)"
candle_wick_lower,intraday_candle,positive,factor_registry,24h,0.00338947,0.00338947,0.00347275,0.00347275,4.2484,17783,4.1427,17783,186.2,3316259,0.666667,False,COMPUTED,"(min(open, close) - low) / (high - low + eps)"
candle_wick_lower,intraday_candle,positive,factor_registry,72h,0.0021096,0.0021096,0.00213149,0.00213149,2.643,17735,2.6144,17735,186.2,3316259,0.666667,False,COMPUTED,"(min(open, close) - low) / (high - low + eps)"
xs_rank_ret_1h,cross_sectional_normalized,conditional,factor_registry,1h,-0.03650558,-0.03650558,-0.03644312,-0.03644312,-30.64,17804,-30.6929,17804,186.2,3315993,0.666693,False,DIRECTION_UNKNOWN,Per-symbol 1h return; cross-sectional rank applied by caller
xs_rank_ret_1h,cross_sectional_normalized,conditional,factor_registry,4h,-0.02815733,-0.02815733,-0.02817556,-0.02817556,-23.9387,17802,-23.9276,17802,186.2,3315993,0.666693,False,DIRECTION_UNKNOWN,Per-symbol 1h return; cross-sectional rank applied by caller
xs_rank_ret_1h,cross_sectional_normalized,conditional,factor_registry,24h,-0.01188053,-0.01188053,-0.01210449,-0.01210449,-10.5198,17782,-10.3289,17782,186.2,3315993,0.666693,False,DIRECTION_UNKNOWN,Per-symbol 1h return; cross-sectional rank applied by caller
xs_rank_ret_1h,cross_sectional_normalized,conditional,factor_registry,72h,-0.00455941,-0.00455941,-0.00466512,-0.00466512,-4.2394,17734,-4.144,17734,186.2,3315993,0.666693,False,DIRECTION_UNKNOWN,Per-symbol 1h return; cross-sectional rank applied by caller
xs_rank_vol,cross_sectional_normalized,conditional,factor_registry,1h,-0.01912941,-0.01912941,-0.01880364,-0.01880364,-16.5522,17787,-16.8386,17787,186.1,3311205,0.667175,True,ACTIVE_IN_SIGNAL_COMPUTED,Per-symbol 20h rolling mean volume; cross-sectional rank applied by caller
xs_rank_vol,cross_sectional_normalized,conditional,factor_registry,4h,-0.02919925,-0.02919925,-0.02855999,-0.02855999,-24.8911,17785,-25.4559,17785,186.1,3311205,0.667175,True,ACTIVE_IN_SIGNAL_COMPUTED,Per-symbol 20h rolling mean volume; cross-sectional rank applied by caller
xs_rank_vol,cross_sectional_normalized,conditional,factor_registry,24h,-0.05486262,-0.05486262,-0.05371437,-0.05371437,-45.5555,17765,-46.5565,17765,186.1,3311205,0.667175,True,ACTIVE_IN_SIGNAL_COMPUTED,Per-symbol 20h rolling mean volume; cross-sectional rank applied by caller
xs_rank_vol,cross_sectional_normalized,conditional,factor_registry,72h,-0.06867452,-0.06867452,-0.06729924,-0.06729924,-57.2853,17717,-58.4562,17717,186.1,3311205,0.667175,True,ACTIVE_IN_SIGNAL_COMPUTED,Per-symbol 20h rolling mean volume; cross-sectional rank applied by caller
ema_12_26_gap,technical_indicators,positive,factor_registry,1h,-0.01524245,-0.01524245,-0.01527257,-0.01527257,-12.4494,17805,-12.4224,17805,186.2,3316259,0.666667,False,COMPUTED,(EMA12 - EMA26) / EMA26
